loop-location,icc,omp,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(242),1,,1,102,0.9608,1,0.06122,0.4698,0.04741,0,0.05217,0.05217,0,115,107,4,4,0,16,8,4,4,0,0,0,0,0,2,0.02041,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(171),1,,1,14,0.7143,0,0,0.4286,0.07143,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(177),1,,1,15,0.7333,0,0,0.4333,0.06667,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09091,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(235),1,,1,63,0.9365,1,0.05085,0.4962,0.05263,0,0.05085,0.05085,0,59,57,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01695,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(66),0,1,1,843,0.007117,0,0,0.01496,0.002137,0,0,0,0,2,2,0,0,0,0,0,0,0,0,16,0.01912,1,0.001195,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(68),0,,0,831,0.01203,0,0,0.02331,0.002119,0,0,0,0,2,2,0,0,0,0,0,0,0,0,16,0.01949,1,0.001218,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(71),0,,0,119,0.7227,2,0.2558,0.457,0.07692,0,0.1944,0.1944,0,108,88,13,7,2,44,25,13,6,2,0,0,0,0,6,0.06977,1,0.01163,4,0.1818,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(91),1,,1,424,0.9858,5,0.0622,0.4778,0.02492,0,0.05532,0.05532,0,470,460,5,5,0,36,26,5,5,0,0,0,0,0,5,0.01196,0,0,5,0.1923,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(128),1,,1,98,0.9592,1,0.06383,0.4884,0.05116,0,0.05882,0.05882,0,102,94,4,4,6,16,8,4,4,6,0,0,0,0,2,0.02128,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(138),1,,1,72,0.04167,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01449,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(146),1,,1,102,0.9608,1,0.06122,0.4698,0.04741,0,0.05217,0.05217,0,115,107,4,4,0,16,8,4,4,0,0,0,0,0,2,0.02041,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(75),1,,1,14,0.7143,0,0,0.4286,0.07143,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(81),1,,1,15,0.7333,0,0,0.4333,0.06667,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09091,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(139),1,,1,63,0.9365,1,0.05085,0.4962,0.05263,0,0.05085,0.05085,0,59,57,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01695,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(52),1,1,1,42,0.07143,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02564,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(53),1,,1,33,0.09091,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03333,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_rhs.c(54),1,,1,24,0.125,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04762,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/exact_solution.c(44),0,,0,85,0.9529,1,0.4691,0.4589,0.06763,0,0.1346,0.1346,0,104,78,0,0,0,63,37,0,0,0,0,0,0,0,1,0.01235,0,0,1,0.02632,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(197),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(199),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(202),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(180),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(182),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(185),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(163),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(165),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(168),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(146),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(148),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(151),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(129),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(131),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(134),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(112),0,1,1,44,0.1364,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0.05263,1,0.02632,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(114),0,,0,32,0.25,0,0,0.3462,0.03846,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0.04167,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(117),1,,1,18,0.7778,0,0,0.4444,0.05556,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(70),0,1,1,143,0.04196,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0.0292,3,0.0219,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(72),0,,0,131,0.0458,0,0,0.3182,0.04545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0.032,3,0.024,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(74),0,,0,119,0.07563,0,0,0.4,0.04,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0.03636,3,0.02727,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(77),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(81),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(85),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(89),1,,1,68,0.9412,0,0,0.4733,0.04667,0,0,0,0,71,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0.01562,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(56),1,1,1,42,0.07143,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02564,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(57),1,,1,33,0.09091,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03333,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(58),1,,1,24,0.125,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04762,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/BT/src/initialize.c(59),1,,1,15,0.7333,0,0,0.4138,0.03448,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09091,0,0,0,0,0,0
